"plot_in_year","ACMGLA","AMSMEN","BRATOR","BRODIA","BROMAD","CALCIL","CRACON","CROSET","CRYINT","EROCIC","EROMOS","EUCCHR","HORMUR","LUPBIC","LUPSPA","LUPTRU","NEMMEN","PECLIN","PHADIS","SCHBAR","SISERY","SONOLE"
"A_5_L.2022.unraked",0,0.0674157303370786,0.0449438202247191,0.887640449438202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_5_U.2022.raked",0,0.032258064516129,0.129032258064516,0.774193548387097,0.032258064516129,0,0,0,0,0.0161290322580645,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0
"A_6_L.2022.raked",0,0.0759493670886076,0.113924050632911,0.772151898734177,0,0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,0,0.0253164556962025,0,0,0
"A_6_U.2022.unraked",0,0.0277777777777778,0.0138888888888889,0.944444444444444,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0
"A_7_L.2022.unraked",0,0.131578947368421,0.0131578947368421,0.855263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_8_L.2022.raked",0,0.160919540229885,0.0804597701149425,0.758620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_8_U.2022.unraked",0,0.032258064516129,0.129032258064516,0.838709677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_9_L.2022.unraked",0,0.0117647058823529,0.0235294117647059,0.964705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_9_U.2022.raked",0,0.210526315789474,0.0964912280701754,0.68421052631579,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_10_L.2022.raked",0,0.126436781609195,0.160919540229885,0.71264367816092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_10_U.2022.unraked",0,0.043956043956044,0,0.956043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_1_L.2022.unraked",0,0.0117647058823529,0.0117647058823529,0.964705882352941,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_1_U.2022.raked",0,0.028169014084507,0.0563380281690141,0.873239436619718,0.0140845070422535,0,0,0,0.0140845070422535,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0
"C_2_L.2022.raked",0,0.0365853658536585,0.0609756097560976,0.878048780487805,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0.0121951219512195,0,0,0,0,0,0
"C_2_U.2022.unraked",0,0.115789473684211,0.0315789473684211,0.778947368421053,0,0,0,0,0.0105263157894737,0,0,0,0.0105263157894737,0,0,0.0526315789473684,0,0,0,0,0,0
"C_3_L.2022.unraked",0,0.0808080808080808,0.0303030303030303,0.858585858585859,0,0,0,0,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0
"C_3_U.2022.raked",0,0.0135135135135135,0.162162162162162,0.72972972972973,0,0,0,0,0.0135135135135135,0.0135135135135135,0,0,0.0405405405405405,0,0,0.027027027027027,0,0,0,0,0,0
"C_4_L.2022.raked",0,0.107142857142857,0.178571428571429,0.678571428571429,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0
"C_4_U.2022.unraked",0,0.0674157303370786,0.0561797752808989,0.865168539325843,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_5_L.2022.unraked",0,0.0412371134020619,0.0721649484536082,0.88659793814433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_5_U.2022.raked",0,0.0930232558139535,0.0348837209302326,0.790697674418605,0.0232558139534884,0,0,0,0.0116279069767442,0,0,0,0,0,0,0.0348837209302326,0,0,0,0,0.0116279069767442,0
"C_6_L.2022.raked",0,0.0593220338983051,0.245762711864407,0.686440677966102,0,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0
"C_6_U.2022.unraked",0,0.0891089108910891,0.0396039603960396,0.811881188118812,0,0,0,0,0.0099009900990099,0.0198019801980198,0,0,0,0,0,0.0198019801980198,0,0,0.0099009900990099,0,0,0
"C_7_L.2022.unraked",0,0.0208333333333333,0.0520833333333333,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"C_7_U.2022.raked",0,0.11304347826087,0.130434782608696,0.71304347826087,0,0,0,0,0,0,0,0.00869565217391304,0,0,0,0.0347826086956522,0,0,0,0,0,0
"C_8_L.2022.raked",0,0.0721649484536082,0.0206185567010309,0.865979381443299,0,0,0,0,0,0,0,0,0,0,0,0.0309278350515464,0,0,0.0103092783505155,0,0,0
"C_8_U.2022.unraked",0,0.0340909090909091,0.0227272727272727,0.909090909090909,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0
"C_9_L.2022.unraked",0,0.0909090909090909,0.0227272727272727,0.875,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0
"C_9_U.2022.raked",0,0.18348623853211,0.100917431192661,0.697247706422018,0,0,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0,0
"C_10_L.2022.raked",0,0.0891089108910891,0.128712871287129,0.772277227722772,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0
"C_10_U.2022.unraked",0,0.0344827586206897,0.0114942528735632,0.954022988505747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_1_L.2022.unraked",0,0.0133333333333333,0.0133333333333333,0.973333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_1_U.2022.raked",0,0.0120481927710843,0.0120481927710843,0.783132530120482,0.132530120481928,0,0,0,0.036144578313253,0,0,0,0.0120481927710843,0,0,0,0,0.0120481927710843,0,0,0,0
"E_2_L.2022.raked",0,0.021505376344086,0.0752688172043011,0.881720430107527,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_2_U.2022.unraked",0,0.0112359550561798,0.0112359550561798,0.955056179775281,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_3_L.2022.unraked",0,0.0121951219512195,0.0365853658536585,0.939024390243902,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_3_U.2022.raked",0,0.191780821917808,0.150684931506849,0.616438356164384,0,0,0,0,0.0136986301369863,0.0273972602739726,0,0,0,0,0,0,0,0,0,0,0,0
"E_4_L.2022.raked",0,0.12621359223301,0.135922330097087,0.718446601941748,0,0,0,0,0,0.00970873786407767,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0
"E_4_U.2022.unraked",0,0.0980392156862745,0.0588235294117647,0.833333333333333,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_5_L.2022.unraked",0,0.0652173913043478,0.0108695652173913,0.923913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_5_U.2022.raked",0,0.152941176470588,0.0823529411764706,0.705882352941177,0,0,0,0,0.0117647058823529,0,0,0.0352941176470588,0,0.0117647058823529,0,0,0,0,0,0,0,0
"E_6_L.2022.raked",0,0.0625,0.114583333333333,0.822916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_6_U.2022.unraked",0,0.074468085106383,0.0212765957446809,0.904255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_7_L.2022.unraked",0,0.0561797752808989,0.0224719101123595,0.910112359550562,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0
"E_7_U.2022.raked",0,0.11340206185567,0.0515463917525773,0.804123711340206,0,0,0,0,0.0206185567010309,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0
"E_8_L.2022.raked",0,0.0394736842105263,0,0.960526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_8_U.2022.unraked",0,0.121212121212121,0.0202020202020202,0.858585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_9_L.2022.unraked",0,0.043956043956044,0.010989010989011,0.945054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_9_U.2022.raked",0,0.120481927710843,0.0843373493975904,0.771084337349398,0,0.0120481927710843,0,0,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0
"E_10_L.2022.raked",0,0.19047619047619,0.182539682539683,0.619047619047619,0,0,0,0,0,0,0,0.00793650793650794,0,0,0,0,0,0,0,0,0,0
"E_10_U.2022.unraked",0,0.0108695652173913,0.0434782608695652,0.945652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_1_L.2022.unraked",0,0.0631578947368421,0.0421052631578947,0.88421052631579,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_1_U.2022.raked",0,0.0103092783505155,0.144329896907216,0.783505154639175,0.0206185567010309,0,0,0,0.0309278350515464,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0
"G_2_L.2022.raked",0,0.0246913580246914,0.17283950617284,0.802469135802469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_2_U.2022.unraked",0,0.150943396226415,0.00943396226415094,0.839622641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_3_L.2022.unraked",0,0.024390243902439,0.0365853658536585,0.939024390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_3_U.2022.raked",0,0.0444444444444444,0.0777777777777778,0.877777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_4_L.2022.raked",0,0.0777777777777778,0.1,0.822222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_4_U.2022.unraked",0,0.0396039603960396,0.0099009900990099,0.891089108910891,0,0,0,0,0,0.0495049504950495,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0
"G_5_L.2022.unraked",0,0.032967032967033,0.021978021978022,0.945054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_5_U.2022.raked",0,0.0103092783505155,0.0721649484536082,0.896907216494845,0,0,0,0,0,0.0103092783505155,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0
"G_6_L.2022.raked",0,0.0222222222222222,0.1,0.877777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_6_U.2022.unraked",0,0.115789473684211,0.0105263157894737,0.863157894736842,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0
"G_7_L.2022.unraked",0,0.0705882352941176,0,0.929411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_7_U.2022.raked",0,0.125,0.0909090909090909,0.75,0,0,0,0,0,0.0113636363636364,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0
"G_8_L.2022.raked",0,0.125,0.0982142857142857,0.767857142857143,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0
"G_8_U.2022.unraked",0,0.0526315789473684,0,0.947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_9_L.2022.unraked",0,0.032967032967033,0.010989010989011,0.956043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_9_U.2022.raked",0,0.0970873786407767,0.058252427184466,0.83495145631068,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0
"G_10_L.2022.raked",0,0.223684210526316,0.190789473684211,0.585526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_10_U.2022.unraked",0,0.176991150442478,0,0.769911504424779,0,0,0,0,0,0,0,0.0442477876106195,0,0,0,0,0,0,0.00884955752212389,0,0,0
"A_1_L.2023.unraked",0,0.0740740740740741,0.0740740740740741,0.402116402116402,0.296296296296296,0,0,0,0.00529100529100529,0.00529100529100529,0.0211640211640212,0,0.0634920634920635,0,0,0.00529100529100529,0,0,0,0.0529100529100529,0,0
"A_1_U.2023.raked",0,0.0333333333333333,0.05,0.177777777777778,0.433333333333333,0,0,0,0.00555555555555556,0,0.0722222222222222,0,0.122222222222222,0,0,0,0,0,0,0.105555555555556,0,0
"A_2_L.2023.raked",0,0.046875,0.0833333333333333,0.395833333333333,0.291666666666667,0,0,0,0.0104166666666667,0.0260416666666667,0.00520833333333333,0,0.114583333333333,0,0,0,0,0,0,0.0260416666666667,0,0
"A_2_U.2023.unraked",0,0.0496894409937888,0.0683229813664596,0.527950310559006,0.204968944099379,0,0,0,0.0062111801242236,0,0,0,0.136645962732919,0,0,0.0062111801242236,0,0,0,0,0,0
"A_3_L.2023.unraked",0,0.043010752688172,0.102150537634409,0.478494623655914,0.306451612903226,0,0,0,0,0,0.00537634408602151,0,0.0645161290322581,0,0,0,0,0,0,0,0,0
"A_3_U.2023.raked",0,0.0601851851851852,0.162037037037037,0.324074074074074,0.351851851851852,0,0,0,0.0138888888888889,0.00462962962962963,0.0324074074074074,0,0.0277777777777778,0.00925925925925926,0,0.00925925925925926,0,0,0,0.00462962962962963,0,0
"A_4_L.2023.raked",0,0.289473684210526,0.110526315789474,0.331578947368421,0.242105263157895,0,0,0,0,0,0.00526315789473684,0,0.00526315789473684,0,0,0,0,0,0,0.0157894736842105,0,0
"A_4_U.2023.unraked",0,0.128205128205128,0.108974358974359,0.57051282051282,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_5_L.2023.unraked",0,0.0271739130434783,0.304347826086957,0.483695652173913,0.173913043478261,0,0,0,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0.00543478260869565,0,0
"A_5_U.2023.raked",0,0.0641711229946524,0.294117647058824,0.475935828877005,0.149732620320856,0,0,0,0.0053475935828877,0,0.0053475935828877,0,0,0,0,0,0,0,0,0.0053475935828877,0,0
"A_6_L.2023.raked",0,0.0571428571428571,0.228571428571429,0.564285714285714,0.0428571428571429,0,0,0,0.00714285714285714,0.00714285714285714,0,0.00714285714285714,0,0,0,0.0571428571428571,0,0,0.00714285714285714,0.0214285714285714,0,0
"A_6_U.2023.unraked",0,0.0210526315789474,0.0315789473684211,0.947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_7_L.2023.unraked",0,0.132075471698113,0.00943396226415094,0.849056603773585,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0,0
"A_7_U.2023.raked",0,0,0.110091743119266,0.825688073394495,0.0091743119266055,0.0091743119266055,0,0,0.018348623853211,0,0,0,0,0,0,0.0091743119266055,0,0,0,0.018348623853211,0,0
"A_8_L.2023.raked",0,0.121212121212121,0.128787878787879,0.681818181818182,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0
"A_8_U.2023.unraked",0,0.0309278350515464,0.0206185567010309,0.927835051546392,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0
"A_9_L.2023.unraked",0,0.104761904761905,0.0380952380952381,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_9_U.2023.raked",0,0.151785714285714,0.0267857142857143,0.803571428571429,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0.00892857142857143,0,0
